name,cuisines,avg_cost_for_two,has_online_delivery,has_table_booking,price_range,aggregate_rating,rating_text,votes,city,locality,latitude,longitude,currency,price_label,primary_cuisine,rating_cat,delivery_label
Percussion,"Continental, North Indian, Asian",1000,0,0,3,3.7,Good,514,Lucknow,Gomti Nagar,26.8551778000,80.9945959000,Rs.,Premium,Continental,Good,No Delivery
Free Spirit,"Cafe, Italian",450,0,0,2,4.3,Very Good,106,Lucknow,Gomti Nagar,26.8674454560,81.0151590407,Rs.,Moderate,Cafe,Very Good,No Delivery
Frozen Factory,"Desserts, Ice Cream",200,0,0,1,4.5,Excellent,144,Lucknow,Gomti Nagar,0.0000000000,0.0000000000,Rs.,Budget,Desserts,Excellent,No Delivery
Homeys Cafe,"Cafe, Fast Food",450,0,0,2,3.9,Good,217,Lucknow,Gomti Nagar,26.8600000000,80.9900000000,Rs.,Moderate,Cafe,Good,No Delivery
The Pebbles Bistro,European,1000,0,0,3,4.1,Very Good,80,Lucknow,Gomti Nagar,26.8512315688,81.0112676539,Rs.,Premium,European,Very Good,No Delivery
The Urban Terrace,"North Indian, Continental",1100,0,0,3,3.9,Good,268,Lucknow,Gomti Nagar,26.8517588000,81.0232496000,Rs.,Premium,North Indian,Good,No Delivery
Chemistry Café,"Cafe, Continental, Chinese",650,0,0,2,3.5,Good,147,Lucknow,Gomti Nagar,0.0000000000,0.0000000000,Rs.,Moderate,Cafe,Good,No Delivery
Cafe 17,"Cafe, Continental, Italian",700,1,0,2,4.4,Very Good,333,Kochi,Kaloor,9.9884833333,76.2952111111,Rs.,Moderate,Cafe,Very Good,Has Delivery
Paragon,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,0,0,2,4.3,Very Good,722,Kochi,"LuLu Mall, Edappally",10.0273638900,76.3082583300,Rs.,Moderate,Kerala,Very Good,No Delivery
Tonico Cafe,Cafe,400,0,0,1,4.0,Very Good,406,Kochi,Kakkanad,10.0068805600,76.3453972200,Rs.,Budget,Cafe,Very Good,No Delivery
Kashi Art Cafe,"European, Cafe",600,0,0,2,4.2,Very Good,659,Kochi,Fort Kochi,9.9667833333,76.2429805556,Rs.,Moderate,European,Very Good,No Delivery
Cocoa Tree,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,0,0,3,4.3,Very Good,658,Kochi,Panampilly Nagar,9.9571444440,76.2967833300,Rs.,Premium,Italian,Very Good,No Delivery
Slice of Spice,"Fast Food, Biryani",400,1,0,1,4.0,Very Good,246,Kochi,Kacheripady,9.9854969380,76.2769989300,Rs.,Budget,Fast Food,Very Good,Has Delivery
Grand Hotel Restaurant,"North Indian, Kerala, Chinese, Continental",1000,0,0,3,4.2,Very Good,394,Kochi,"Grand Hotel, MG Road",9.9707166667,76.2854472222,Rs.,Premium,North Indian,Very Good,No Delivery
Bloomsbury's Boutique Cafe and Artisan Bakery,"Cafe, Bakery, Desserts",650,1,0,2,4.2,Very Good,482,Kochi,"LuLu Mall, Edappally",10.0270138900,76.3080527800,Rs.,Moderate,Cafe,Very Good,Has Delivery
Mustake Multicuisine Restaurant,"Chinese, Thai, North Indian, South Indian",1000,1,0,3,3.7,Good,145,Kochi,Kakkanad,10.0007059388,76.3495161481,Rs.,Premium,Chinese,Good,Has Delivery
French Toast,"Continental, Cafe, Desserts, Bakery",700,0,0,2,4.3,Very Good,312,Kochi,Panampilly Nagar,9.9608458125,76.2939361263,Rs.,Moderate,Continental,Very Good,No Delivery
ChaiCofi,"Cafe, Continental, Italian",800,0,0,2,4.0,Very Good,160,Kochi,Kaloor,9.9917027780,76.2931361100,Rs.,Moderate,Cafe,Very Good,No Delivery
Nawras Seafood Restaurant,Seafood,1000,0,0,3,4.6,Excellent,289,Kochi,Chittoor Road,9.9793629205,76.2850009527,Rs.,Premium,Seafood,Excellent,No Delivery
Aangan - Downtown Multicuisine Restaurant,"Chinese, Seafood, North Indian, Biryani",650,0,0,2,4.2,Very Good,146,Kochi,Palarivattom,10.0030639500,76.3075888500,Rs.,Moderate,Chinese,Very Good,No Delivery
Palaaram,"Kerala, Fast Food",550,0,0,2,3.7,Good,105,Kochi,Kakkanad,10.0355727755,76.3369580358,Rs.,Moderate,Kerala,Good,No Delivery
Chiyang,"Chinese, Continental",800,0,0,2,3.7,Good,277,Kochi,Kacheripady,9.9856972222,76.2811277778,Rs.,Moderate,Chinese,Good,No Delivery
Ali Baba & 41 Dishes,"Kerala, South Indian, Chinese, Biryani",400,0,0,1,3.5,Good,348,Kochi,Panampilly Nagar,9.9597777780,76.2961055600,Rs.,Budget,Kerala,Good,No Delivery
Ifthar,Kerala,350,0,0,1,3.8,Good,281,Kochi,Edappally,10.0280472200,76.3100194400,Rs.,Budget,Kerala,Good,No Delivery
Barbeque Nation,"European, North Indian, Mediterranean, American",1500,0,0,3,4.5,Excellent,213,Kochi,Kacheripady,9.9828338860,76.2832679200,Rs.,Premium,European,Excellent,No Delivery
Dhe Puttu,Kerala,600,1,0,2,4.4,Very Good,662,Kochi,Edappally,10.0206833333,76.3106305556,Rs.,Moderate,Kerala,Very Good,Has Delivery
Thakkaaram,"Kerala, South Indian",600,0,0,2,3.6,Good,361,Kochi,Vyttila,9.9791861111,76.3173611111,Rs.,Moderate,Kerala,Good,No Delivery
Blackout,"North Indian, European, Continental, Finger Food",1650,0,0,3,3.9,Good,676,Jaipur,C Scheme,26.9141424000,75.8057035000,Rs.,Premium,North Indian,Good,No Delivery
The Forresta Kitchen & Bar,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,0,0,3,4.0,Very Good,916,Jaipur,"Devraj Niwas, Bani Park",26.9214108000,75.7936039000,Rs.,Premium,Continental,Very Good,No Delivery
WTF,"Continental, Italian, North Indian, Lebanese, Thai",1000,0,0,3,4.0,Very Good,212,Jaipur,C Scheme,26.9119271000,75.7972820000,Rs.,Premium,Continental,Very Good,No Delivery
Tapri Central,"Cafe, Fast Food, Street Food",750,1,0,2,4.7,Excellent,1469,Jaipur,C Scheme,26.9051899059,75.8107532188,Rs.,Moderate,Cafe,Excellent,Has Delivery
Meraaki Kitchen,"Modern Indian, Asian",1500,0,0,3,3.9,Good,67,Jaipur,Civil Lines,26.9102617681,75.7830131426,Rs.,Premium,Modern Indian,Good,No Delivery
Replay,"North Indian, Continental, Chinese, Italian, Mexican",1500,0,0,3,4.3,Very Good,1121,Jaipur,Tonk Road,26.8923124995,75.8068958670,Rs.,Premium,North Indian,Very Good,No Delivery
Mutual's,"Cafe, Mexican, Italian, North Indian, Fast Food",650,1,0,2,4.2,Very Good,198,Jaipur,Lal Kothi,26.8884204041,75.8006885647,Rs.,Moderate,Cafe,Very Good,Has Delivery
On The House,"Italian, Continental, Mexican, Cafe, Bakery",1300,1,0,3,4.4,Very Good,843,Jaipur,C Scheme,26.9052866000,75.7945919000,Rs.,Premium,Italian,Very Good,Has Delivery
Cafe LazyMojo,"Cafe, Mexican, Italian, Continental",800,1,0,2,4.3,Very Good,798,Jaipur,Malviya Nagar,26.8495955784,75.8005115390,Rs.,Moderate,Cafe,Very Good,Has Delivery
Mamu's Infusion,"Italian, Chinese, Mexican, Thai, North Indian",1400,1,0,3,4.0,Very Good,582,Jaipur,C Scheme,26.9134834363,75.8031390980,Rs.,Premium,Italian,Very Good,Has Delivery
O2- The Plant Cafe,Continental,700,0,0,2,4.1,Very Good,148,Jaipur,Lal Kothi,26.8911911735,75.8020829782,Rs.,Moderate,Continental,Very Good,No Delivery
Zolocrust - Hotel Clarks Amer,"Italian, Bakery, Continental",2000,1,0,4,4.9,Excellent,322,Jaipur,"Hotel Clarks Amer, Malviya Nagar",26.8461555556,75.8023000000,Rs.,Luxury,Italian,Excellent,Has Delivery
Decked Up By Garden Cafe,"Cafe, Fast Food, North Indian",1200,1,0,3,3.9,Good,310,Jaipur,Vaishali Nagar,26.9137256000,75.7528205000,Rs.,Premium,Cafe,Good,Has Delivery
Calzone- Dine & Rooftop Lounge,"Continental, Mexican, North Indian, Chinese",800,1,0,2,3.7,Good,112,Jaipur,Vidhyadhar Nagar,26.9564308000,75.7766490000,Rs.,Moderate,Continental,Good,Has Delivery
Sky Beach,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1000,0,0,3,2.6,Average,46,Jaipur,Vaishali Nagar,26.9139871148,75.7528911775,Rs.,Premium,North Indian,Poor,No Delivery
Monarch Restaurant - Holiday Inn Jaipur City Centre,"North Indian, Chinese, Continental, Rajasthani",2300,0,0,4,4.5,Excellent,420,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam",26.9029402000,75.7930067000,Rs.,Luxury,North Indian,Excellent,No Delivery
Taruveda Bistro,"Cafe, Italian, Japanese, Continental",1000,1,0,3,4.2,Very Good,633,Jaipur,Civil Lines,26.9113775232,75.7890336961,Rs.,Premium,Cafe,Very Good,Has Delivery
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,"Chinese, Asian",2500,0,0,4,4.3,Very Good,308,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam",26.9029076000,75.7929342000,Rs.,Luxury,Chinese,Very Good,No Delivery
Chokhi Dhani,Rajasthani,1600,0,0,3,4.3,Very Good,1478,Jaipur,"Chokhi Dhani Village Resort, Tonk Road",26.7665360000,75.8373330000,Rs.,Premium,Rajasthani,Very Good,No Delivery
Nibs Cafe,"Cafe, Italian, Continental",750,1,0,2,4.4,Very Good,389,Jaipur,C Scheme,26.9023283000,75.7942573000,Rs.,Moderate,Cafe,Very Good,Has Delivery
Mocha,"Cafe, Continental, Desserts",1000,1,0,3,4.4,Very Good,944,Ahmedabad,Bodakdev,23.0318508000,72.5113070000,Rs.,Premium,Cafe,Very Good,Has Delivery
Blue -  Rooftop Cafe Restaurant Bistro,"North Indian, Cafe, Italian, Mexican, Continental",1000,1,0,3,3.8,Good,63,Ahmedabad,C G Road,23.0290619000,72.5570374000,Rs.,Premium,North Indian,Good,Has Delivery
La Pino'z Pizza,"Pizza, Italian",500,1,0,2,4.4,Very Good,113,Ahmedabad,Bodakdev,23.0382314000,72.5124872000,Rs.,Moderate,Pizza,Very Good,Has Delivery
Huber & Holly,"Ice Cream, Desserts, Continental",300,1,0,1,4.5,Excellent,217,Ahmedabad,Bodakdev,23.0383109000,72.5123947000,Rs.,Budget,Ice Cream,Excellent,Has Delivery
Yanki Sizzlers,"Continental, Italian, Chinese",1200,0,0,3,4.1,Very Good,1041,Ahmedabad,Thaltej,23.0534466000,72.5181257000,Rs.,Premium,Continental,Very Good,No Delivery
Brick Kitchen,"North Indian, Chinese, Continental",900,0,0,3,4.3,Very Good,325,Ahmedabad,Ghatlodia,23.0643038000,72.5316389000,Rs.,Premium,North Indian,Very Good,No Delivery
Puffizza,"Italian, Fast Food",700,1,0,2,4.3,Very Good,744,Ahmedabad,Gurukul,23.0461926752,72.5377497822,Rs.,Moderate,Italian,Very Good,Has Delivery
Nini's Kitchen,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,1,0,3,4.5,Excellent,1138,Ahmedabad,Prahlad Nagar,23.0117723000,72.5072645000,Rs.,Premium,North Indian,Excellent,Has Delivery
@Mango,"North Indian, Continental, Mexican, Italian",800,0,0,3,4.1,Very Good,769,Ahmedabad,Bodakdev,23.0401633000,72.5017644000,Rs.,Premium,North Indian,Very Good,No Delivery
Fozzie's Pizzaiolo,"Pizza, Italian, Beverages, Desserts",900,1,0,3,4.3,Very Good,731,Ahmedabad,Bodakdev,23.0330688000,72.5098065000,Rs.,Premium,Pizza,Very Good,Has Delivery
Mazzo,"Cafe, American, Continental, Armenian, Fast Food",550,1,0,2,3.9,Good,166,Ahmedabad,Vastrapur,23.0418026000,72.5281083000,Rs.,Moderate,Cafe,Good,Has Delivery
650 - The Global Kitchen,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,0,0,3,4.2,Very Good,1582,Ahmedabad,Ambavadi,23.0104511098,72.5375740975,Rs.,Premium,Chinese,Very Good,No Delivery
Swati Snacks,"Fast Food, Street Food, South Indian",450,0,0,2,4.4,Very Good,697,Ahmedabad,Ellis Bridge,23.0244336411,72.5590331107,Rs.,Moderate,Fast Food,Very Good,No Delivery
MoMo Café - Courtyard By Marriott,"North Indian, South Indian, Asian, Continental",1400,0,0,3,3.6,Good,375,Ahmedabad,"Courtyard By Marriott, Satellite",23.0279290000,72.5115815000,Rs.,Premium,North Indian,Good,No Delivery
The Garden Cafe - The Fern,"North Indian, Italian, Asian, South Indian",1200,0,0,3,4.1,Very Good,192,Ahmedabad,"The Fern, Sola",23.0640914000,72.5222172000,Rs.,Premium,North Indian,Very Good,No Delivery
Kabir Restaurant,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,1,0,2,3.8,Good,432,Ahmedabad,Gurukul,23.0485046862,72.5239649042,Rs.,Moderate,North Indian,Good,Has Delivery
Cafe Alfresco,"Cafe, Beverages, Desserts, Pizza",700,1,0,2,4.0,Very Good,404,Ahmedabad,Navrangpura,23.0437235000,72.5498285000,Rs.,Moderate,Cafe,Very Good,Has Delivery
Cryo Lab,"Desserts, Ice Cream",350,0,0,2,4.6,Excellent,166,Ahmedabad,Ellis Bridge,23.0287479615,72.5599842891,Rs.,Moderate,Desserts,Excellent,No Delivery
Patang - The Revolving Restaurant,"Continental, Chinese, North Indian",1800,0,0,4,3.7,Good,1315,Ahmedabad,Ashram Road,23.0261651000,72.5720090000,Rs.,Luxury,Continental,Good,No Delivery
Turquoise Villa,Continental,1200,0,0,3,4.0,Very Good,535,Ahmedabad,Vastrapur,23.0285142000,72.5434513000,Rs.,Premium,Continental,Very Good,No Delivery
OvenFresh,"Cafe, Bakery",650,0,0,2,4.1,Very Good,397,Chandigarh,Sector 35,30.7216085955,76.7606106028,Rs.,Moderate,Cafe,Very Good,No Delivery
TGI Friday's,"American, Tex-Mex",1800,0,0,3,4.3,Very Good,228,Chandigarh,Sector 26,30.7249431000,76.8063634000,Rs.,Premium,American,Very Good,No Delivery
Chili's,"Mexican, American, Italian",1400,1,0,3,4.3,Very Good,970,Chandigarh,"Elante Mall, Chandigarh Industrial Area",30.7056682000,76.8007752000,Rs.,Premium,Mexican,Very Good,Has Delivery
The Night Factory,"North Indian, Chinese, Continental, Pizza",850,1,0,2,3.7,Good,665,Chandigarh,Chandigarh Industrial Area,30.7100547580,76.8012339994,Rs.,Moderate,North Indian,Good,Has Delivery
Uncle Jack's,"Desserts, American",600,0,0,2,4.0,Very Good,356,Chandigarh,Sector 8,30.7408896000,76.7972148000,Rs.,Moderate,Desserts,Very Good,No Delivery
Karim's,"Mughlai, North Indian",800,0,0,2,3.3,Average,86,Chandigarh,Sector 7,30.7306181000,76.8009793000,Rs.,Moderate,Mughlai,Average,No Delivery
Barbeque Nation,"North Indian, Chinese",1300,0,0,3,4.5,Excellent,1450,Chandigarh,Sector 26,30.7257045000,76.8051917000,Rs.,Premium,North Indian,Excellent,No Delivery
Taco Bell,"Mexican, Fast Food",600,1,0,2,4.2,Very Good,252,Chandigarh,Sector 35,30.7211416725,76.7598448321,Rs.,Moderate,Mexican,Very Good,Has Delivery
Pal Dhaba,North Indian,700,0,0,2,3.8,Good,982,Chandigarh,Sector 28,30.7194841000,76.8013160000,Rs.,Moderate,North Indian,Good,No Delivery
Brooklyn Central,"American, Cafe",1600,0,0,3,4.2,Very Good,676,Chandigarh,"Elante Mall, Chandigarh Industrial Area",30.7050693000,76.8009555000,Rs.,Premium,American,Very Good,No Delivery
Virgin Courtyard,Italian,2200,0,0,4,4.4,Very Good,817,Chandigarh,Sector 7,30.7334795000,76.7976205000,Rs.,Luxury,Italian,Very Good,No Delivery
Super Donuts,"Burger, Fast Food, Desserts, Beverages",450,1,0,1,4.0,Very Good,265,Chandigarh,Sector 35,30.7213797458,76.7602833733,Rs.,Budget,Burger,Very Good,Has Delivery
The Shooters Cafe,"Continental, North Indian",550,1,0,2,4.3,Very Good,99,Mohali,Sector 70,30.6955506000,76.7187888000,Rs.,Moderate,Continental,Very Good,Has Delivery
Hops n Grains,"North Indian, Middle Eastern, Pizza",2000,0,0,4,4.2,Very Good,843,Panchkula,Sector 9,30.6978586000,76.8492580000,Rs.,Luxury,North Indian,Very Good,No Delivery
Nik Baker's,"Bakery, Desserts, Cafe",650,0,0,2,4.1,Very Good,698,Chandigarh,Sector 35,30.7215232813,76.7605559528,Rs.,Moderate,Bakery,Very Good,No Delivery
Burgrill,"Burger, Fast Food",500,1,0,2,4.5,Excellent,249,Chandigarh,Sector 8,30.7408270000,76.7978909000,Rs.,Moderate,Burger,Excellent,Has Delivery
Pirates of Grill,"North Indian, Continental, Asian",1200,0,0,3,4.0,Very Good,1022,Chandigarh,"Elante Mall, Chandigarh Industrial Area",30.7057750000,76.8009555000,Rs.,Premium,North Indian,Very Good,No Delivery
Kylin Experience,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,0,0,3,4.1,Very Good,300,Chandigarh,"Elante Mall, Chandigarh Industrial Area",30.7056102000,76.8006400000,Rs.,Premium,Japanese,Very Good,No Delivery
Midnight Chef,"North Indian, Chinese, Continental, Italian, Burger",1000,1,0,3,3.4,Average,502,Chandigarh,Sector 35,30.7247657425,76.7656055465,Rs.,Premium,North Indian,Average,Has Delivery
Mocha,"Continental, Italian, Thai, Finger Food",1400,0,0,3,4.0,Very Good,428,Chandigarh,"Elante Mall, Chandigarh Industrial Area",30.7051482000,76.8008653000,Rs.,Premium,Continental,Very Good,No Delivery
Britto's Bar & Restaurant,"North Indian, Continental, Chinese, Seafood",1400,0,0,4,4.3,Very Good,2191,Goa,Baga,15.5612954890,73.7494780582,Rs.,Luxury,North Indian,Very Good,No Delivery
Antares,Seafood,2000,0,0,4,4.2,Very Good,367,Goa,Vagator,0.0000000000,0.0000000000,Rs.,Luxury,Seafood,Very Good,No Delivery
Curlies,"Continental, North Indian, Italian, Seafood, Goan",1500,0,0,4,3.5,Good,1681,Goa,"Anjuna Beach, Anjuna",15.5696000000,73.7422944444,Rs.,Luxury,Continental,Good,No Delivery
Fat Fish,"North Indian, Continental, Goan",1000,0,0,4,4.2,Very Good,856,Goa,Baga,15.5565611111,73.7636333333,Rs.,Luxury,North Indian,Very Good,No Delivery
Martin's Corner,"Goan, Seafood, Chinese, North Indian",1600,0,0,4,4.4,Very Good,1115,Goa,Betalbatim,15.3038972222,73.9143361111,Rs.,Luxury,Goan,Very Good,No Delivery
Souza Lobo,"North Indian, Continental, Goan",1300,0,0,4,4.3,Very Good,918,Goa,"Calangute Beach, Calangute",15.5444194444,73.7557361111,Rs.,Luxury,North Indian,Very Good,No Delivery
Ritz Classic,"Goan, Seafood, North Indian",600,0,0,3,4.5,Excellent,840,Goa,Panaji,15.4986027778,73.8269111111,Rs.,Premium,Goan,Excellent,No Delivery
Infantaria,"Italian, Continental, Goan",800,0,0,3,3.7,Good,1221,Goa,Calangute,15.5465944444,73.7604305556,Rs.,Premium,Italian,Good,No Delivery
Burger Factory,Fast Food,1100,0,0,4,4.8,Excellent,415,Goa,Anjuna,15.5856583333,73.7436055556,Rs.,Luxury,Fast Food,Excellent,No Delivery
The Black Sheep Bistro,"Seafood, Continental, European, German",1500,0,0,4,4.7,Excellent,681,Goa,Panaji,15.4961620000,73.8253640000,Rs.,Luxury,Seafood,Excellent,No Delivery
Baba Au Rhum,"Italian, French, Cafe",800,0,0,3,4.5,Excellent,280,Goa,Anjuna,15.5766825935,73.7557499107,Rs.,Premium,Italian,Excellent,No Delivery
Club Cubana,Finger Food,2000,0,0,4,4.4,Very Good,646,Goa,Anjuna,15.5748277778,73.7668833333,Rs.,Luxury,Finger Food,Very Good,No Delivery
La Plage,"Seafood, French",800,0,0,3,4.6,Excellent,302,Goa,Arambol,0.0000000000,0.0000000000,Rs.,Premium,Seafood,Excellent,No Delivery
St. Anthony's,"North Indian, Chinese, Continental, Goan, Seafood",1100,0,0,4,3.8,Good,911,Goa,Baga,15.5615500000,73.7490916667,Rs.,Luxury,North Indian,Good,No Delivery
The Fisherman's Wharf,"Continental, Goan, Seafood, North Indian",1100,0,0,4,4.6,Excellent,555,Goa,Cavelossim,15.1579444444,73.9508888889,Rs.,Luxury,Continental,Excellent,No Delivery
Fisherman's Cove,"Goan, North Indian, Chinese",700,0,0,3,3.8,Good,601,Goa,Candolim,15.5168333333,73.7681722222,Rs.,Premium,Goan,Good,No Delivery
Calamari,"Goan, Seafood, Chinese",800,0,0,3,4.2,Very Good,414,Goa,Candolim,15.5062047000,73.7666682000,Rs.,Premium,Goan,Very Good,No Delivery
Cafe Al Fresco by Cantina Bodega,Cafe,800,0,0,3,4.3,Very Good,265,Goa,Panaji,15.4939500000,73.8274230000,Rs.,Premium,Cafe,Very Good,No Delivery
LPK Waterfront,Finger Food,1500,0,0,4,3.7,Good,516,Goa,Nerul,15.5131500000,73.7834595000,Rs.,Luxury,Finger Food,Good,No Delivery
Mocha,"Cafe, Continental, Italian, Street Food",800,0,0,3,4.0,Very Good,341,Indore,YN Road,22.7322253000,75.8747647000,Rs.,Premium,Cafe,Very Good,No Delivery
Just My Bakes,"Cafe, Bakery",500,0,0,2,3.9,Good,69,Indore,Vijay Nagar,22.7600723000,75.8925740000,Rs.,Moderate,Cafe,Good,No Delivery
KYRO,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,0,0,3,3.7,Good,238,Indore,Bhawar Kuan,22.6952067000,75.8660587000,Rs.,Premium,North Indian,Good,No Delivery
Square - Sayaji Hotel,"North Indian, Chinese, Italian",1500,0,0,4,4.3,Very Good,334,Indore,"Sayaji Hotel, Vijay Nagar",22.7512340723,75.8894901350,Rs.,Luxury,North Indian,Very Good,No Delivery
Oye24,"North Indian, Chinese, South Indian",250,0,0,1,4.1,Very Good,152,Indore,HIG-LIG,22.7518570583,75.8666988678,Rs.,Budget,North Indian,Very Good,No Delivery
Cafe Terazza,"Cafe, Italian, Mexican, Chinese",700,0,0,2,3.9,Good,502,Indore,Vijay Nagar,22.7450492212,75.8924707398,Rs.,Moderate,Cafe,Good,No Delivery
Cafe Palette,"Cafe, Lebanese, Italian",800,0,0,3,3.8,Good,214,Indore,Old Palasia,22.7257475000,75.8984969000,Rs.,Premium,Cafe,Good,No Delivery
The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Mexican, Italian",2000,0,0,4,3.8,Good,209,Indore,"Radisson Blu Hotel, Vijay Nagar",22.7500396693,75.9028468654,Rs.,Luxury,North Indian,Good,No Delivery
Waffle House,"Cafe, Fast Food",500,0,0,2,4.3,Very Good,171,Indore,Vijay Nagar,22.7455360000,75.8931063000,Rs.,Moderate,Cafe,Very Good,No Delivery
JAL - A Jungle Restaurant,"North Indian, Chinese",850,0,0,3,4.1,Very Good,100,Indore,Bhawar Kuan,22.6518468507,75.8819913492,Rs.,Premium,North Indian,Very Good,No Delivery
10 Downing Street,"North Indian, Chinese",1500,0,0,4,4.0,Very Good,413,Indore,Vijay Nagar,22.7446480000,75.8943769000,Rs.,Luxury,North Indian,Very Good,No Delivery
Mangosteen Cafe,"Cafe, Fast Food, Italian, Mexican",700,0,0,2,3.9,Good,430,Indore,New Palasia,22.7270206000,75.8841666000,Rs.,Moderate,Cafe,Good,No Delivery
The Yellow Chilli,"North Indian, Mughlai, Seafood",1100,0,0,3,4.1,Very Good,181,Indore,Vijay Nagar,22.7538385000,75.8974292000,Rs.,Premium,North Indian,Very Good,No Delivery
Vidorra,"North Indian, Chinese",1200,0,0,3,4.0,Very Good,404,Indore,New Palasia,22.7226340000,75.8869592000,Rs.,Premium,North Indian,Very Good,No Delivery
